id,type,title,bibcite_year,text_author,text_keyword,bibcite_secondary_title,bibcite_volume,bibcite_issue,bibcite_pages,bibcite_publisher,bibcite_isbn,bibcite_issn,bibcite_doi,bibcite_url,bibcite_citekey,status
16435,book_chapter,"Theses on the philosophy of history",1969,"Walter Benjamin","Philosophy, History, Theory",,,,253-264,"Schocken Books",,,,,,1
16436,journal_article,"The role of experience, narrative, and community in skilled ethical comportment",1991,"Patricia Benner","Medicine, Community, Ethics & Morality, Nursing","Advances in Nursing Science",14,2,1-21,,,,,,,1
16437,book_chapter,"Storytelling in criminal trials: A model of social judgment",1997,"Lance Bennett","Criminology, Law, Psychology, Life Story",,,,72-103,"State University of New York Press",,,,,,1
16438,book,"Anthropology and literature",1993,"P. Benson","Anthropology, Literature, Life Story",,,,,"U of Illinois P",,,,,,1
16439,book,"Some observations on the art of narrative",1947,"P. Bentley",Narratology,,,,,MacMillan,,,,,,1
16440,book,"Narratives in popular culture, media, and everyday life",1997,"A. Berger","Culture, Life Story, Art",,,,,Sage,,,,,,1
16441,book_chapter,"Composing autoethnographic stories",2001,"L. Berger, C. Ellis","Autobiography & Biography, Life Story, Anthropology, Research",,,,151-166,"Waveland P",,,,,,1
16442,book_chapter,"Excursus: Alternation and biography (or: how to acquire a prefabricated past)",1963,"P. Berger","Autobiography & Biography, Sociology",,,,54-65,"Doubleday & Company",,,,,,1
16443,book,"Invitation to sociology: a humanistic perspective",1963,"Peter Berger","Sociology, Autobiography & Biography",,,,,"Doubleday; Anchor",,,,,,1
16444,journal_article,"Agency, structure, and Jewish survival of the Holocaust: A life history study",1995,"R. Berger","Holocaust, Life Story, Sociology","The Sociological Quarterly",36,1,15-36,,,,,,,1
16445,journal_article,"Reminiscence intervention in nursing homes: What and who changes?",1986,"Forrest Berghorn, Donna Schafer","Gerontology & Aging, Nursing","Aging and Human Development",24,2,113-127,,,,,,,1
16446,book,"Beyond the great story: History as text and discourse",1997,"R. Berkhofer","History, Discourse",,,,,"Harvard University Press",,,,,,1
16447,journal_article,"Teaching stories: Viewing a cultural diversity course through the lens of narrative",1996,"A. Berlak","Education, Culture","Theory Into Practice",35,2,93-101,,,,,,,1
16448,book_chapter,"Diaries, narrative and the self",1995,"H. Berman","Identity, Writing & Life Writing, Life Story",,,,165-194,Springer,,,,,,1
16449,book,"Interpreting the aging self : personal journals of later life",1994,"H. Berman","Gerontology & Aging, Writing & Life Writing, Autobiography & Biography",,,,,"Springer Pub. Co.","0826180604 9780826180605",,,,,1
16450,book_chapter,"May Sarton s journals: Attachment and separateness in her later life",1989,"H. Berman","Art, Literature, Autobiography & Biography",,,,11-26,"State University of New York Press",,,,,,1
16451,book_chapter,"Diaries, narrative, and the self",1994,"Harry Berman","Autobiography & Biography, Writing & Life Writing, Identity",,,,165-194,Springer,,,,,,1
16452,book_chapter,"The teaching cure",2008,"Jeffrey Berman","Literature, Education, Medicine",,,,229-246,"State University of New York Press",,,,,,1
16453,journal_article,"Creation and culture: Introduction to ""Toward a liturgical critique of modernity""",1998,"R. Berman","Religious Studies",Telos,,113,3-10,,,,,,,1
16454,book_chapter,"Self-knowledge as praxis:  Narrative and narration in psychoanalysis",1994,"J. Bernstein","Psychoanalysis, Theory",,,,51-77,Routledge,,,,,,1
16455,book,"Fiction s present: Situating contemporary narrative innovation",2007,"R. Berry, J. Di Leo","Literature, Philosophy",,,,,"State University of New York Press",,,,,,1
16456,journal_article,"The new story: Comments on the origin, identification and transmission of values",1987,"T. Berry","Life Story, Culture, Ethics & Morality","Cross Currents",37,2-3,187-199,,,,,,,1
16457,book,"The new story",1978,"Thomas Berry","Philosophy, Ethics & Morality, Religious Studies, Spirituality",,,,,"Published for the American Teilhard Association for the Future of Man by ANIMA Books","0890120129 9780890120125",,,,,1
16458,book_chapter,"We are what we tell: Designing narrative environments for children",2002,"M. Bers","Children, Identity, Digital Storytelling",,,,113-128,"John Benjamins Publishing",,,,,,1
16459,book,"Biography and society: The life history approach in the social sciences",1981,"D. Bertaux","Autobiography & Biography, Sociology",,,,,"Anchor Books",,,,,,1
16460,journal_article,"The life story approach: A continental view",1981,"D. Bertaux","Life Story, Anthropology","Annual Review of Sociology",,10,215-237,,,,,,,1
16461,journal_article,"Making hospice work: Collaborative storytelling in family-care conferences",1994,"P. Best","Medicine, Life Story, Family, Caregiving","Literature and Medicine",13,1,93-123,,,,,,,1
16462,book,"The uses of enchantment: The meaning and importance of fairy tales",1989,"B. Bettelheim","Psychology, Children",,,,,"Random House",,,,,,1
16463,book_chapter,"DessemiNation: Time, narrative, and the margins of the modern nation",1990,"Homi Bhabha","Anthropology, Citizenship",,,,291-322,Routledge,,,,,,1
16464,journal_article,"Styles of stance in English: Lexical and grammatical marking of evidentiality and affect",1989,"D. Biber, E. Finegan","Language & Linguistics, Writing & Life Writing","Interdisciplinary Journal for the Study of Discourse",9,1,93-124,,,,,,,1
16465,book_chapter,"Empirical evidence for a narrative concept of self",2003,"J. Bickle","Research, Identity",,,,195-208,"Oxford University Press",,,,,,1
16466,book_chapter,"Social construction of the past: Autobiography and the theory of G.H. Mead",1989,"D. Bielby, H. Kully","Theory, Autobiography & Biography, Sociology",,,,,"JAI Press",,,,,,1
16467,book,"The mythology of North America",1993,"J. Bierhorst","Myth, Subcultures",,,,,"William Morrow",,,,,,1
16468,book,"The Gutenberg elegies : the fate of reading in an electronic age",1994,"Sven Birkerts","Literature, Theory, Digital Storytelling, Culture",,,,,"Faber and Faber; Fawcett","057119849X : 9780571198498",,,,,1
16469,book,"Aging and biography: Explorations in adult development",1996,,"Gerontology & Aging, Autobiography & Biography",,,,,"Springer Publishing Co.",,,,,,1
16470,book_chapter,Foreword,2001,"J. Birren","Theory, Practice, Gerontology & Aging",,,,vii-ix,Springer,,,,,,1
16471,book,"Guiding autobiography groups for older adults: Exploring the fabric of life",1991,"J. Birren, D. Dutchman","Autobiography & Biography, Gerontology & Aging, Therapy, Practice",,,,,"The John Hopkins University Press",,,,,,1
16472,book,"Encyclopedia of gerontology",2007,"James Birren","Gerontology & Aging",,,,,"Academic Press","9780123705303 0123705304 9780123706454 0123706459 9780123706447 0123706440",,,,,1
16473,miscellaneous,"The best of all stories",1987,"James Birren","Life Story, Psychology","Psychology Today",,May,91-92,,,,,,,1
16474,book_chapter,"Life review, reconciliation, and termination",1964,"James Birren","Life Story, Death & Dying, Gerontology & Aging",,,,273-288,Prentice-Hall,,,,,,1
16475,book_chapter,"Autobiography: Exploring the self and encouraging development",1996,"James Birren, Betty Birren","Autobiography & Biography, Identity",,,,283-299,Springer,,,,,,1
16476,book,"Telling the stories of life through guided autobiography groups",2001,"James Birren, Kathryn Cochran","Autobiography & Biography, Life Story, Practice",,,,191,"John Hopkins University Press",,,,,,1
16477,book_chapter,"Strengthening the fabric of life",1991,"James Birren, Donna Deutchman","Autobiography & Biography, Gerontology & Aging",,,,1-22,"The John Hopkins University Press",,,,,,1
16478,book_chapter,"Successful themes and sensitizing questions",1991,"James Birren, Donna Deutchman","Autobiography & Biography, Practice",,,,67-79,"The John Hopkins University Press",,,,,,1
16479,book_chapter,"Writing your autobiography",1997,"James Birren, Linda Feldman","Autobiography & Biography, Writing & Life Writing",,,,151-168,"Simon & Schuster",,,,,,1
16480,journal_article,"Writing the Body Wild: Primatological Narrative and Spaces of Animality.",2008,"Rebecca Bishop",,"Culture, Theory & Critique",49,2,,,1473-5784,,,,,1
16481,journal_article,"Cognitive mapping and the understanding of literature",1981,"R. Bjornson","Literature, Culture, Psychology",SubStance,,30,51-62,,,,,,,1
16482,journal_article,"The It-Narrative in Eighteenth-Century England: Animals and Objects in Circulation",2004,"Mark Blackwell",,"Literature Compass",1,1,**,,1741-4113,,,,,1
16483,conference_proceedings,"The politics of narrative from a working-classed woman s perspective",,"E. Blaney","Politics, Autobiography & Biography, Gender, Women, Subcultures",,,,,,,,,,,1
16484,conference_proceedings,"Careers, Emotion and Narrative: How stories become scripts and scripts become lives",2009,"John Blenkinsopp","Emotion, Life Story, Theory",,,,1-10,"The University of Huddersfield",,,,,,1
16485,journal_article,"Narrative Constructions of Sexual Violence as Told by Female Rape Survivors in Three Populations of the Southwestern United States: Scripts of Coercion, Scripts of Consent",2004,"Keith Bletzer, Mary Koss",,"Medical anthropology",23,2,113-156,,0145-9740,,,,,1
16486,book,"Family myths: Living our roles, betraying ourselves",1994,"J. Block","Family, Identity",,,,,"Simon and Schuster",,,,,,1
16487,conference_proceedings,"The matter of narrative in a hypertextual environment: Can digital narratives be read?",,"R. Blok","Writing & Life Writing, Literature, Theory, Digital Storytelling",,,,,,,,,,,1
16488,journal_article,"Applied ethnopoetics",2006,"J. Blommaert","Life Story, Subcultures, Research, Theory, Anthropology","Narrative Inquiry",16,1,181-190,,1387-6740,,,,,1
16489,journal_article,"Ethnopoetics as functional reconstruction: Dell Hymes  narrative view of the world",2006,"J. Blommaert","Research, Subcultures, Theory, Anthropology","Functions of Language",13,2,255-275,,0929-998X,,,,,1
16490,book,"Under the sign of hope: Feminist methodology and narrative interpretation",1998,"L. Bloom, D. Britzman","Feminism, Research",,,,,"State University of New York Press",,,,,,1
16491,book_chapter,Introduction,1998,"L. Bloom","Feminism, Practice, Theory, Discourse",,,,1-11,"State U of New York P",,,,,,1
16492,book_chapter,"Nonunitary subjectivity and self-representation",1998,"L. Bloom","Identity, Feminism, Theory",,,,61-96,"State U of New York P",,,,,,1
16493,book_chapter,"Nonunitary subjectivity and gender",1998,"L. Bloom","Gender, Feminism, Theory, Identity",,,,97-136,"State U of New York P",,,,,,1
16494,book_chapter,Conclusion,1998,"L. Bloom","Feminism, Identity, Theory",,,,137-153,"State U of New York P",,,,,,1
16495,book_chapter,"Background and theory",2007,"M. Bloor, T. Bloor",Discourse,,,,1-14,"Hodder Arnold",,,,,,1
16496,book_chapter,"Exploring the functions of autobiographical memory: Why do I remember the autumn?",2002,"S. Bluck, N. Alea","Memory & Reminiscence, Autobiography & Biography, Theory, Research",,,,61-75,Springer,,,,,,1
16497,book_chapter,"Autobiographical memories: A building block of life s narratives",2001,"Susan Bluck","Autobiography & Biography, Life Story, Gerontology & Aging, Practice",,,,67-90,Springer,,,,,,1
16498,journal_article,"The Life Story Schema",2000,"Susan Bluck, Tilmann Habermas","Autobiography & Biography, Life Story, Theory, Emotion, Memory & Reminiscence, Research","Motivation and Emotion",24,2,121-147,,0146-7239,,,,,1
16499,book_chapter,"Story food for women and for men",1993,"Robert Bly","Religious Studies, Women, Psychology, Myth",,,,101-121,"Harper San Francisco",,,,,,1
16500,book_chapter,"Perspectives on inquiry III: The moral of stories",2002,"A. Bochner","Theory, Life Story, Ethics & Morality",,,,73-101,Sage,,,,,,1
16501,journal_article,"Narrative s virtues",2001,"A. Bochner",Theory,"Qualitative Inquiry",7,,131-157,,,,,,,1
16502,journal_article,"It s about time: Narrative and the divided self",1997,"A. Bochner","Death & Dying, Education, Subcultures, Life Story, Memory & Reminiscence, Identity","Qualitative Inquiry",3,4,418-438,,,,10.1177/107780049700300404,,,1
16503,book_chapter,"Perspectives on inquiry II: Theories and stories",1994,"A. Bochner","Life Story, Theory",,,,21-41,Sage,,,,,,1
16504,journal_article,"An introduction to the arts and narrative research: Art as inquiry",2003,"A. Bochner, C. Ellis","Art, Research","Qualitative Inquiry",9,4,506-514,,,,,,,1
16505,book,"Ethnographically speaking: Autoethnography, literature, and aesthetics",2002,"A. Bochner, C. Ellis","Anthropology, Autobiography & Biography, Literature, Art, Theory",,,,,AltaMira,,,,,,1
16506,book_chapter,"Telling and living: Narrative co-construction and the practices of interpersonal relationships",1995,"A. Bochner, C. Ellis","Life Story, Identity",,,,201-213,"Guilford P",,,,,,1
16507,journal_article,"Personal narrative as a social approach to interpersonal communication",1992,"A. Bochner, C. Ellis","Life Story, Sociology","Communication Theory",2,,165-172,,,,,,,1
16508,book_chapter,"Across the curriculum: Rhetoric and composition",2010,"B. Boehm, D. Journet","Narratology, Education",,,,61-69,"The Modern Language Association of America",,,,,,1
16509,journal_article,"Narrative interaction in family dinnertime conversations",2009,"J. Bohanek, R. Fivush, W. Zaman, C. Lepore","Family, Memory & Reminiscence","Merrill-Palmer Quarterly",55,4,488-515,,,,,,,1
16510,miscellaneous,"Recent progress and emerging trends in conceptual and applied understanding",2007,"E. Bohlmeijer","Memory & Reminiscence, Gerontology & Aging, Mental Health, Illness, Theory, Practice","Reminiscence and depression in later life",,,29-58,,,,,,,1
16511,journal_article,"Effects of reminiscence and life review on late-life depression: A meta-analysis",2003,"E. Bohlmeijer, F. Smit, P. Cuijpers","Memory & Reminiscence, Gerontology & Aging, Mental Health","International Journal of Geriatric Psychiatry",,18,1088-1094,,,,,,,1
16512,journal_article,"Creative reminiscence as an early intervention for depression: Results of a pilot project",2005,"E. Bohlmeijer, M. Valenkamp, G. Westerhof, F. Smit, P. Cuijpers","Memory & Reminiscence, Psychology, Mental Health, Illness, Research","Aging and Mental Health",9,4,302-304,,,,,,,1
16513,journal_article,"Narrative foreclosure in later life: Preliminary considerations for a new sensitizing concept",2011,"E. Bohlmeijer, G. Westerhof, W. Randall, T. Tromp, G. Kenyon","Gerontology & Aging, Identity, Theory","Journal of Aging Studies",,,,,,,10.1016,,,1
16514,book_chapter,"Reminiscence interventions: Bringing narrative gerontology into practice",2011,"E. Bohlmeijer, G. Westerhof","Gerontology & Aging, Practice, Memory & Reminiscence",,,,273-289,"Oxford UP",978-0-19-539795-6,,,,,1
